ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,PAST_DUE_COUNT,CREDIT_INQUIRIES_6M,EXISTING_LOANS,ACCOUNT_AGE_MONTHS,APPROVED
6228,F,Y,Y,1,60700.0,Commercial associate,Higher education,Married,With parents,-8395,-1460,0,1,1,Core staff,3,0,1,0,14,1
6229,F,Y,Y,2,47100.0,Working,Secondary / secondary special,Separated,Municipal apartment,-17885,-2555,0,1,0,Cleaning staff,3,1,2,0,5,1
6230,M,Y,Y,0,78600.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-11680,0,0,0,Sales staff,2,0,0,1,54,1
6231,F,Y,Y,1,59100.0,Working,Secondary / secondary special,Civil marriage,With parents,-13870,-4745,0,1,0,Managers,3,1,0,0,34,1
6232,F,N,Y,0,74200.0,State servant,Secondary / secondary special,Separated,House / apartment,-16060,-10950,0,1,0,Other,1,2,0,2,15,0
6233,F,Y,Y,2,37200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9490,-2555,1,1,0,Laborers,4,0,0,0,3,1
6234,M,N,N,0,29500.0,Working,Higher education,Married,With parents,-17520,365243,1,0,1,Security staff,2,2,0,0,6,1
6235,M,N,Y,0,58900.0,Working,Higher education,Married,House / apartment,-12410,-1460,0,1,0,Security staff,2,1,5,0,22,1
6236,F,N,N,0,38400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16790,-13870,0,1,0,Sales staff,2,2,2,0,21,0
6237,F,N,N,1,49800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9855,-1460,1,0,0,Cleaning staff,3,1,0,3,2,1
6238,F,Y,N,0,57400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11315,-12045,1,1,0,Drivers,1,0,1,1,58,1
6239,F,N,N,0,91200.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-14965,365243,0,1,0,Core staff,2,2,3,1,5,0
6240,F,Y,Y,0,72600.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-9125,-3285,0,1,0,Medicine staff,2,1,1,0,36,1
6241,F,N,N,3,34900.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-18615,-13505,0,0,0,Drivers,4,0,1,3,12,1
6242,M,N,Y,0,27700.0,Pensioner,Higher education,Married,House / apartment,-23725,365243,1,0,1,Core staff,2,1,0,1,52,1
6243,F,N,N,2,115100.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23725,365243,0,0,0,High skill tech staff,4,1,1,1,31,1
6244,F,N,N,3,22200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17155,-2555,0,0,0,Other,4,0,0,3,53,0
6245,F,N,N,3,39100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19345,-8760,0,0,0,High skill tech staff,4,0,0,1,15,1
6246,F,Y,Y,2,67700.0,Commercial associate,Higher education,Married,House / apartment,-19710,-10220,0,0,0,Cleaning staff,4,0,1,2,1,1
6247,M,Y,N,2,111200.0,Working,Incomplete higher,Married,House / apartment,-20440,-13140,0,0,0,Drivers,4,1,1,1,22,1
6248,F,N,N,0,44600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24090,365243,0,0,1,High skill tech staff,1,0,0,0,28,1
6249,F,N,N,0,49700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9125,-10950,1,1,0,Medicine staff,1,0,3,2,25,1
6250,M,N,Y,1,31600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16790,365243,0,0,0,Cleaning staff,3,1,2,1,15,1
6251,F,Y,N,0,52200.0,Working,Secondary / secondary special,Married,House / apartment,-24820,-7300,0,0,0,Drivers,2,1,1,2,43,1
6252,M,N,Y,0,27600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20075,-730,0,1,1,Laborers,2,0,2,0,47,1
6253,M,N,N,1,33700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14600,-11315,0,1,0,Core staff,2,0,2,2,49,1
6254,M,N,N,1,71800.0,Working,Higher education,Single / not married,With parents,-12410,-1825,1,0,0,Security staff,2,1,3,0,28,0
6255,M,N,Y,2,39500.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-2190,0,1,0,Cleaning staff,4,0,2,0,4,1
6256,F,N,Y,1,77500.0,Working,Higher education,Single / not married,House / apartment,-11680,-5110,1,0,0,Medicine staff,2,0,1,2,44,1
6257,F,Y,N,1,45400.0,Student,Secondary / secondary special,Single / not married,House / apartment,-12045,-12045,1,0,1,Other,2,1,1,2,48,1
6258,F,N,Y,0,24700.0,Working,Academic degree,Married,House / apartment,-24820,-4015,1,0,0,Managers,2,0,2,0,17,0
6259,F,Y,Y,0,87900.0,Working,Secondary / secondary special,Married,House / apartment,-17155,-6205,1,1,1,Laborers,2,1,1,2,30,1
6260,M,Y,N,3,25400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17155,-8760,0,0,0,Medicine staff,5,0,1,1,50,1
6261,M,N,N,0,36300.0,Working,Lower secondary,Married,House / apartment,-13140,-13505,1,1,0,Laborers,2,1,0,1,23,0
6262,F,N,N,0,44400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8760,-365,1,1,0,Other,1,2,0,1,10,1
6263,M,N,Y,1,81100.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-7300,0,1,0,Security staff,3,2,1,0,15,0
6264,F,N,Y,0,37700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13870,-8030,0,0,0,Cooking staff,2,0,2,1,45,1
6265,F,N,N,0,30800.0,State servant,Secondary / secondary special,Married,House / apartment,-23725,-11680,1,0,1,Security staff,2,0,3,1,57,1
6266,F,Y,N,0,53200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11680,365243,0,1,0,Drivers,2,0,1,0,6,1
6267,F,N,N,0,44000.0,Student,Higher education,Married,House / apartment,-14235,-10220,0,1,0,Sales staff,2,1,0,1,31,1
6268,M,Y,N,0,38800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13505,-13505,0,0,0,Laborers,1,0,3,0,9,0
6269,M,N,Y,2,54600.0,State servant,Higher education,Single / not married,House / apartment,-22630,-5840,1,0,1,Core staff,3,0,1,0,52,0
6270,F,Y,Y,0,26900.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-9855,-2555,0,1,0,Drivers,1,2,1,1,37,0
6271,M,N,N,0,20700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14965,-7300,0,0,0,Core staff,1,0,0,2,53,1
6272,F,N,Y,0,142800.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-8030,0,1,0,High skill tech staff,2,0,2,0,4,1
6273,M,Y,N,0,51600.0,Working,Lower secondary,Civil marriage,Municipal apartment,-21535,-6205,0,1,0,Other,2,1,2,1,39,1
6274,F,Y,N,2,53500.0,Pensioner,Higher education,Civil marriage,House / apartment,-7665,365243,1,0,0,Other,4,0,0,1,5,0
6275,F,Y,N,0,33200.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12410,-8395,0,1,1,Cleaning staff,1,1,4,1,15,0
6276,F,Y,N,4,76800.0,Commercial associate,Higher education,Married,House / apartment,-8395,-2920,0,0,0,Sales staff,6,0,2,0,31,1
6277,M,Y,Y,0,37500.0,Working,Secondary / secondary special,Widow,House / apartment,-18980,-10220,1,0,1,Accountants,1,0,0,2,36,1
6278,M,N,N,2,20000.0,Working,Higher education,Married,House / apartment,-10585,-3650,1,1,0,Cooking staff,4,2,1,2,46,1
6279,F,N,N,0,36900.0,Working,Secondary / secondary special,Married,House / apartment,-11315,-12775,0,0,0,Cooking staff,2,2,1,0,48,1
6280,M,N,Y,0,42600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15695,-2555,0,0,0,Security staff,2,0,2,0,34,0
6281,F,N,N,0,45000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18250,-1095,0,0,0,Other,2,0,0,0,59,1
6282,F,N,Y,1,44400.0,Commercial associate,Higher education,Civil marriage,Co-op apartment,-24455,-8395,0,1,1,Laborers,3,1,1,0,19,1
6283,F,N,N,0,35500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9125,-365,1,0,0,Sales staff,2,0,1,3,46,0
6284,F,N,Y,0,33800.0,Working,Secondary / secondary special,Married,House / apartment,-18250,-4015,0,0,0,Other,2,0,2,1,48,1
6285,M,N,N,2,42200.0,Working,Higher education,Separated,With parents,-16790,-4015,0,0,0,Cooking staff,3,4,0,1,38,0
6286,F,N,N,0,21500.0,Working,Secondary / secondary special,Married,House / apartment,-8760,-9125,0,1,0,Managers,2,1,2,5,3,0
6287,F,Y,N,0,20000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-17155,365243,0,1,1,High skill tech staff,1,2,3,0,53,0
6288,M,N,N,2,51500.0,Working,Higher education,Married,Office apartment,-17885,-9125,1,0,0,Sales staff,4,0,3,0,52,1
6289,F,N,N,0,51900.0,Commercial associate,Higher education,Married,With parents,-23725,-8395,0,0,0,Managers,2,1,1,0,45,1
6290,F,Y,Y,2,76100.0,Commercial associate,Higher education,Single / not married,House / apartment,-21170,-8760,0,0,0,Cleaning staff,3,2,1,0,26,1
6291,M,N,Y,0,43100.0,Working,Secondary / secondary special,Married,House / apartment,-9855,-5475,0,0,1,Cooking staff,2,0,3,0,34,1
6292,M,Y,N,0,27000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13140,365243,0,0,0,Drivers,2,1,4,2,38,1
6293,F,Y,Y,0,20000.0,Pensioner,Higher education,Married,House / apartment,-10220,365243,0,0,0,Managers,2,0,1,0,50,1
6294,M,Y,Y,2,31400.0,Working,Secondary / secondary special,Married,House / apartment,-16425,-8395,0,1,0,Sales staff,4,0,1,1,53,1
6295,F,N,Y,2,60600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16060,-14235,0,1,1,Other,3,1,2,0,13,0
6296,F,N,Y,4,100800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22265,-12045,0,0,0,Accountants,6,1,2,1,2,0
6297,M,N,N,0,50400.0,Working,Higher education,Widow,House / apartment,-22265,-6935,1,1,1,Medicine staff,1,0,4,0,57,0
6298,M,Y,N,2,26700.0,Working,Secondary / secondary special,Married,House / apartment,-14965,-8030,1,1,0,Core staff,4,1,1,2,36,0
6299,F,N,Y,0,31600.0,Working,Incomplete higher,Civil marriage,With parents,-22995,-9855,0,0,0,Other,2,0,2,2,51,1
6300,M,N,N,0,32100.0,State servant,Secondary / secondary special,Widow,House / apartment,-13140,-6205,0,0,1,Cooking staff,1,0,0,1,48,1
6301,F,Y,Y,2,40000.0,Working,Higher education,Married,House / apartment,-22265,-11315,1,1,0,Cleaning staff,4,1,0,1,14,1
6302,M,N,N,0,85900.0,Working,Secondary / secondary special,Married,Municipal apartment,-24455,-13870,0,0,1,High skill tech staff,2,0,2,1,42,1
6303,F,Y,Y,0,89300.0,Working,Secondary / secondary special,Married,Municipal apartment,-11315,-13870,1,1,1,Security staff,2,0,0,0,3,1
6304,F,Y,N,0,45000.0,Working,Secondary / secondary special,Civil marriage,With parents,-10220,-9855,0,0,1,Laborers,2,0,0,0,39,0
6305,M,N,Y,2,53700.0,Working,Higher education,Civil marriage,House / apartment,-20075,-13140,0,0,0,Medicine staff,4,0,2,1,7,1
6306,M,N,Y,0,32900.0,Working,Secondary / secondary special,Married,House / apartment,-24090,-9125,0,1,0,High skill tech staff,2,0,3,1,35,0
6307,M,Y,N,0,20800.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-9490,0,0,0,Managers,2,1,2,0,38,1
6308,M,Y,Y,4,119900.0,Pensioner,Incomplete higher,Civil marriage,Municipal apartment,-20805,365243,1,0,0,High skill tech staff,6,1,3,1,59,1
6309,F,Y,N,0,20000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11315,365243,0,0,1,Cooking staff,2,1,1,2,51,0
6310,F,Y,N,0,20000.0,Working,Academic degree,Married,Municipal apartment,-17520,-5110,0,0,0,Security staff,2,0,1,1,15,1
6311,M,Y,Y,1,120400.0,Pensioner,Higher education,Civil marriage,House / apartment,-22630,365243,0,0,0,Drivers,3,0,1,0,6,1
6312,F,Y,N,2,49400.0,Working,Higher education,Separated,House / apartment,-11315,-7665,0,1,1,Drivers,3,0,1,0,38,0
6313,F,N,Y,0,27900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9490,-12410,0,1,0,Sales staff,2,0,1,1,21,1
6314,M,N,Y,1,69000.0,Working,Secondary / secondary special,Married,House / apartment,-21900,-8030,1,0,1,Security staff,3,2,3,3,55,1
6315,M,N,N,0,72200.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-18250,365243,0,1,0,Sales staff,2,0,1,0,23,1
6316,F,N,Y,0,25200.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-13505,0,1,1,Drivers,2,1,0,0,9,1
6317,F,Y,N,0,37600.0,Working,Secondary / secondary special,Widow,House / apartment,-12045,-2555,0,0,0,Laborers,1,0,0,1,29,0
6318,F,Y,Y,0,76000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20075,365243,0,1,1,Cooking staff,1,0,1,1,46,1
6319,F,N,N,0,32600.0,Working,Secondary / secondary special,Married,House / apartment,-9490,-13870,0,0,0,Accountants,2,1,2,1,59,0
6320,M,Y,Y,3,56400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25185,-12410,0,0,0,Medicine staff,4,0,2,0,19,1
6321,F,Y,Y,1,99900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19345,-4745,0,0,1,Other,2,1,0,1,35,1
6322,F,Y,N,3,20000.0,Commercial associate,Higher education,Married,House / apartment,-11315,-365,0,0,0,Medicine staff,5,2,1,1,15,1
6323,F,N,Y,1,41300.0,Working,Higher education,Married,House / apartment,-7665,-730,0,1,1,Cooking staff,3,0,1,2,24,1
6324,M,N,N,0,55900.0,Working,Incomplete higher,Married,Co-op apartment,-17155,-6570,0,0,0,Other,2,3,0,0,19,1
6325,M,N,N,0,20000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18250,365243,1,0,0,Laborers,2,1,0,0,44,0
6326,M,N,N,2,37600.0,Working,Higher education,Married,With parents,-24090,-365,1,0,0,Cooking staff,4,1,3,1,28,0
6327,F,N,N,1,82600.0,Commercial associate,Secondary / secondary special,Married,With parents,-16790,-4745,0,0,0,Cooking staff,3,3,1,2,12,1
6328,M,Y,Y,4,34500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17520,-6570,0,0,0,Other,6,2,3,1,21,1
6329,F,Y,Y,0,23300.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-2190,0,0,0,Cooking staff,2,0,2,2,32,1
6330,M,Y,N,0,86300.0,State servant,Higher education,Civil marriage,House / apartment,-18980,-730,0,0,0,Laborers,2,0,0,2,54,1
6331,M,Y,N,0,61200.0,Working,Secondary / secondary special,Married,House / apartment,-10950,365243,0,0,0,Accountants,2,0,1,2,59,1
6332,F,Y,Y,0,47400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-11680,365243,0,0,1,Laborers,2,1,1,3,34,1
6333,F,Y,Y,0,46700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20440,-4380,0,0,1,Drivers,2,1,2,0,27,1
6334,F,Y,N,0,82000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22995,-13505,1,0,1,Managers,2,0,1,1,17,1
6335,M,Y,N,1,56800.0,Student,Secondary / secondary special,Married,House / apartment,-15330,-3285,0,0,0,Sales staff,3,0,2,0,20,0
6336,F,N,N,0,67700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13140,-12410,0,0,1,Laborers,2,2,0,1,21,0
6337,M,N,N,0,34700.0,Pensioner,Higher education,Civil marriage,Municipal apartment,-13870,365243,0,1,0,Medicine staff,2,1,2,0,33,1
6338,M,N,Y,1,20000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9855,-11680,1,0,0,Sales staff,3,0,1,3,6,1
6339,F,Y,N,0,66900.0,Pensioner,Higher education,Single / not married,House / apartment,-20440,365243,1,0,0,Cooking staff,1,0,2,1,57,1
6340,M,N,N,1,85000.0,Pensioner,Secondary / secondary special,Married,With parents,-8030,365243,0,1,0,Managers,3,0,3,1,26,1
6341,M,Y,Y,0,43800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10585,-12045,0,1,0,Managers,1,0,0,0,49,1
6342,F,Y,Y,2,76400.0,State servant,Higher education,Separated,Municipal apartment,-23360,-6570,0,0,0,Laborers,3,1,1,2,33,1
6343,F,Y,Y,1,41500.0,Working,Higher education,Single / not married,House / apartment,-18250,-6935,1,0,1,Laborers,2,1,0,2,21,1
6344,F,N,N,3,46800.0,Working,Secondary / secondary special,Separated,Co-op apartment,-17520,-730,0,0,0,Managers,4,0,1,1,41,1
6345,M,N,Y,0,117700.0,State servant,Secondary / secondary special,Married,House / apartment,-17885,-6570,0,0,0,High skill tech staff,2,2,4,0,40,0
6346,M,Y,Y,0,42400.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-14235,-10950,0,0,0,Cleaning staff,2,0,0,0,47,1
6347,M,Y,Y,0,41100.0,Working,Higher education,Single / not married,House / apartment,-17520,-6570,0,0,0,Other,1,0,1,1,23,1
6348,F,N,Y,0,20000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22265,-9490,0,0,0,High skill tech staff,2,0,0,1,49,1
6349,F,Y,Y,0,69200.0,Working,Lower secondary,Single / not married,House / apartment,-16425,-3650,0,1,1,Managers,1,0,3,0,27,1
6350,F,Y,N,1,34400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17885,-14235,0,0,0,High skill tech staff,3,0,0,3,55,1
6351,M,Y,Y,0,52800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15695,365243,1,0,1,Cleaning staff,1,0,3,2,23,1
6352,F,N,N,1,41900.0,Working,Incomplete higher,Separated,With parents,-10950,-5840,0,1,1,Core staff,2,0,1,0,19,0
6353,M,Y,N,2,39200.0,Working,Secondary / secondary special,Married,With parents,-22265,-12045,0,0,0,Cleaning staff,4,1,1,1,3,1
6354,F,Y,N,1,46200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9125,-2920,0,1,1,Managers,2,0,3,1,50,0
6355,F,Y,N,0,48000.0,State servant,Secondary / secondary special,Married,House / apartment,-19345,-13870,0,0,1,Managers,2,1,1,0,42,0
6356,F,N,Y,4,88300.0,Working,Secondary / secondary special,Married,House / apartment,-24820,-8030,1,0,0,Cooking staff,6,1,3,1,52,0
6357,F,N,Y,0,104800.0,State servant,Secondary / secondary special,Married,House / apartment,-22265,-2555,0,0,0,Drivers,2,0,3,1,6,1
6358,F,Y,Y,0,67900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9125,-4380,0,0,0,Laborers,2,1,0,1,35,1
6359,F,N,N,2,92600.0,Pensioner,Secondary / secondary special,Married,With parents,-8760,365243,1,1,0,Sales staff,4,1,1,0,27,1
6360,F,N,Y,0,75100.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-20805,365243,0,1,0,Sales staff,1,0,4,2,11,1
6361,M,N,N,1,62800.0,State servant,Secondary / secondary special,Married,House / apartment,-8760,-13505,0,0,0,Managers,3,1,2,2,46,0
6362,F,N,N,0,101500.0,Pensioner,Higher education,Married,With parents,-16425,365243,0,1,0,Sales staff,2,0,1,2,14,1
6363,M,N,N,0,25500.0,Working,Higher education,Married,Co-op apartment,-18980,-10950,0,1,0,High skill tech staff,2,0,1,4,41,1
6364,F,N,N,0,34800.0,State servant,Higher education,Married,Rented apartment,-12410,-730,0,0,0,Core staff,2,1,1,1,30,0
6365,F,Y,N,0,32500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17155,-12410,0,0,1,Drivers,2,0,2,1,38,1
6366,F,N,Y,0,42200.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-12775,1,1,0,High skill tech staff,2,1,0,0,40,1
6367,M,N,N,0,69100.0,Working,Higher education,Married,House / apartment,-10220,-1460,0,0,0,Other,2,0,2,0,34,1
6368,M,N,Y,1,28100.0,Working,Secondary / secondary special,Widow,House / apartment,-18250,-9125,0,0,0,Security staff,2,0,0,0,30,1
6369,F,N,N,1,63000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12045,365243,0,0,0,Cooking staff,3,1,0,3,35,0
6370,F,N,Y,2,36600.0,Commercial associate,Secondary / secondary special,Married,With parents,-18980,-8395,0,0,0,Laborers,4,0,0,0,59,1
6371,F,N,Y,2,41200.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-22995,-1825,0,0,0,Sales staff,4,0,1,1,5,1
6372,M,N,N,0,54200.0,Working,Secondary / secondary special,Married,House / apartment,-17885,-2190,0,1,0,Cleaning staff,2,1,0,1,32,1
6373,F,N,Y,2,113600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15695,-9855,1,0,1,Accountants,3,1,2,1,4,1
6374,F,N,N,0,34300.0,Working,Secondary / secondary special,Separated,House / apartment,-17520,-4745,0,0,0,Medicine staff,1,1,1,0,33,1
6375,M,N,N,0,47100.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-12410,-13870,0,0,0,Drivers,2,0,2,0,49,0
6376,M,N,N,1,28600.0,Student,Lower secondary,Married,House / apartment,-10950,-7300,0,0,1,Security staff,3,0,0,1,42,1
6377,F,N,Y,0,34200.0,Pensioner,Incomplete higher,Married,House / apartment,-9855,365243,0,0,1,Cooking staff,2,1,5,1,19,1
6378,F,N,Y,2,28500.0,Working,Secondary / secondary special,Widow,House / apartment,-25185,-4015,0,1,0,Medicine staff,3,0,3,2,57,1
6379,F,Y,N,0,55400.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-16790,-12045,0,1,0,Laborers,2,2,1,3,1,0
6380,F,Y,N,0,60600.0,Working,Higher education,Married,House / apartment,-20440,-12410,0,1,0,Laborers,2,2,2,0,12,1
6381,F,N,Y,0,69100.0,Working,Secondary / secondary special,Married,House / apartment,-17155,-2190,1,1,0,Medicine staff,2,1,2,1,54,1
6382,F,N,Y,0,33600.0,Student,Secondary / secondary special,Civil marriage,House / apartment,-17520,-8030,0,1,0,Security staff,2,0,2,2,41,0
6383,M,Y,Y,2,63200.0,Working,Secondary / secondary special,Married,House / apartment,-24090,365243,0,0,1,Security staff,4,1,1,0,10,1
6384,M,Y,N,4,51900.0,Working,Higher education,Single / not married,House / apartment,-18250,-6935,1,0,1,Cleaning staff,5,0,1,3,49,1
6385,F,N,Y,0,47600.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23360,-11315,1,0,0,High skill tech staff,2,1,2,1,49,0
6386,F,N,Y,0,26400.0,Working,Higher education,Married,With parents,-22995,-12045,1,1,0,Accountants,2,1,1,1,46,0
6387,F,N,N,0,52900.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-6935,0,1,0,Drivers,2,0,2,2,32,1
6388,F,N,Y,2,53800.0,Working,Secondary / secondary special,Married,House / apartment,-7665,-4745,0,0,1,Cooking staff,4,0,2,0,18,1
6389,M,Y,N,0,51600.0,Working,Higher education,Married,House / apartment,-22265,-1460,0,0,1,Managers,2,0,0,0,26,1
6390,F,Y,Y,3,59900.0,Working,Higher education,Married,House / apartment,-17155,-8395,0,1,0,Medicine staff,5,1,2,1,36,1
6391,M,Y,Y,1,69400.0,State servant,Higher education,Married,With parents,-7665,-7300,0,0,0,Sales staff,3,1,1,0,56,1
6392,M,N,Y,2,28300.0,Commercial associate,Higher education,Widow,Co-op apartment,-10950,-4015,0,1,0,Cleaning staff,3,0,0,1,39,0
6393,F,Y,Y,1,44000.0,State servant,Higher education,Married,House / apartment,-22995,-365,0,1,0,Accountants,3,0,1,2,4,0
6394,F,N,Y,1,63400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-9125,365243,1,0,1,High skill tech staff,3,0,1,2,20,1
6395,F,N,Y,1,42900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10585,-4380,0,0,0,Cooking staff,3,0,3,2,23,1
6396,M,N,Y,2,79200.0,Working,Secondary / secondary special,Married,With parents,-8395,-10950,0,0,1,Medicine staff,4,0,2,2,28,1
6397,F,N,N,2,51300.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-17885,-8395,0,0,0,High skill tech staff,3,0,2,2,1,1
6398,M,Y,Y,1,20000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,-9125,0,0,0,Core staff,3,0,1,0,10,1
6399,M,N,N,1,74600.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-11680,1,0,1,Drivers,3,0,1,1,17,1
6400,F,Y,N,3,46200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12410,-8395,0,0,1,Managers,5,0,0,0,41,1
6401,F,Y,Y,3,20200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17885,365243,1,0,0,Sales staff,4,0,1,0,39,0
6402,F,N,Y,1,43200.0,Working,Higher education,Civil marriage,House / apartment,-9125,-2920,0,0,1,High skill tech staff,3,0,2,2,51,1
6403,M,Y,Y,0,26000.0,Working,Secondary / secondary special,Separated,House / apartment,-24090,-10950,0,0,1,Drivers,1,0,2,2,22,0
6404,F,N,Y,0,71400.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-8395,1,0,0,Sales staff,2,0,2,1,4,1
6405,M,N,Y,2,48200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8030,-9125,0,1,1,High skill tech staff,4,0,1,1,3,1
6406,F,Y,Y,0,30900.0,Student,Secondary / secondary special,Married,House / apartment,-21535,-13870,0,0,0,Managers,2,0,1,1,23,1
6407,M,Y,N,0,73500.0,Commercial associate,Lower secondary,Single / not married,With parents,-15695,-7665,0,0,0,Accountants,1,1,2,1,40,0
6408,M,N,N,0,61700.0,Pensioner,Higher education,Separated,House / apartment,-18615,365243,0,1,0,Laborers,1,0,1,0,13,1
6409,F,N,Y,1,43600.0,Working,Secondary / secondary special,Married,With parents,-13140,-11315,0,0,1,Sales staff,3,1,0,1,29,1
6410,F,N,Y,1,26300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15330,-11680,0,0,0,Drivers,2,1,1,1,38,0
6411,M,N,N,0,32200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17155,-2920,1,0,0,Core staff,1,0,1,1,58,0
6412,M,N,Y,0,31900.0,Working,Higher education,Single / not married,Co-op apartment,-17885,-5110,1,1,0,Security staff,1,0,1,0,55,1
6413,F,N,N,1,71200.0,Working,Lower secondary,Single / not married,House / apartment,-9125,-7665,0,1,0,Cooking staff,2,2,6,1,15,0
6414,M,Y,N,3,21200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,-5475,1,1,0,Laborers,5,0,2,0,51,1
6415,M,N,N,0,47900.0,State servant,Higher education,Single / not married,House / apartment,-12045,-12410,0,0,0,Managers,1,0,1,1,16,0
6416,M,N,Y,0,43300.0,Working,Secondary / secondary special,Married,House / apartment,-10220,-8760,0,1,0,Managers,2,2,0,2,58,0
6417,M,N,N,1,82300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24090,-12410,0,1,0,Core staff,2,0,1,0,55,0
6418,F,N,N,2,55100.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-8760,0,1,1,Cooking staff,4,0,1,1,18,1
